DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
2012-0197-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2012-000117,,CHN,China,Eastern Asia,Asia,"Min Xian, Zhang Xian, Weiyuan Xian areas (Dingxi district, Gansu Sheng province), Hunan Sheng, Jiangxi provinces",Torrential rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2012,4.0,28.0,2012,5.0,15.0,132.0,,13119000.0,,13119000.0,,,,,2500000.0,3317833.0,75.3503857,"[{""adm1_code"":912,""adm1_name"":""Hunan Sheng""},{""adm1_code"":914,""adm1_name"":""Jiangxi Sheng""},{""adm2_code"":13022,""adm2_name"":""Dingxi""}]",2013/2/5,2023/9/25
2012-0199-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,Dazhou district (Sichuan Sheng province),,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2012,7.0,11.0,2012,7.0,11.0,,,220000.0,,220000.0,,,,,,,75.3503857,"[{""adm2_code"":13268,""adm2_name"":""Dazhou""}]",2012/7/16,2023/9/25
2012-0200-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,Shaanxi Sheng province,,,No,No,No,,,Km2,,,,2012,7.0,,2012,7.0,,,,53000.0,,53000.0,,,,,,,75.3503857,"[{""adm1_code"":920,""adm1_name"":""Shaanxi Sheng""}]",2012/7/16,2023/9/25
2012-0292-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Fangshan Qu, Chaoyang Qu, Fengtai Qu, Shijingshan Qu, Tongzhou Qu, Beijing Shi areas (Name Unknown district (13000), Beijing Shi province), Huairou Xian, Daxing Xian, Miyun Xian areas (Name Unknown district (13001), Beijing Shi province)",Torrential rains,,No,No,No,,,Km2,,,,2012,7.0,21.0,2012,7.0,24.0,151.0,,1000000.0,,1000000.0,,,180000.0,238884.0,8000000.0,10617066.0,75.3503857,"[{""adm2_code"":13000,""adm2_name"":""Name Unknown""},{""adm2_code"":13001,""adm2_name"":""Name Unknown""}]",2012/11/22,2023/9/25
2012-0477-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Wuhan, Huangshi districts (Hubei Sheng province)",Monsoonal rain,,No,No,No,,92141.0,Km2,31.41,113.04,,2012,7.0,9.0,2012,7.0,25.0,58.0,,140000.0,,140000.0,,,30000.0,39814.0,600000.0,796280.0,75.3503857,"[{""adm2_code"":13117,""adm2_name"":""Wuhan""},{""adm2_code"":13118,""adm2_name"":""Huangshi""}]",2012/11/22,2023/9/25
2012-0576-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Guangxi Zhuangzu Zizhiqu, Chongqing Shi, Guizhou Sheng provinces",,,No,No,No,,,Km2,,,,2012,5.0,20.0,2012,5.0,24.0,16.0,,125000.0,,125000.0,,,,,378000.0,501656.0,75.3503857,"[{""adm1_code"":900,""adm1_name"":""Chongqing Shi""},{""adm1_code"":904,""adm1_name"":""Guangxi Zhuangzu Zizhiqu""},{""adm1_code"":905,""adm1_name"":""Guizhou Sheng""}]",2013/2/11,2023/9/25
2012-0581-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Suihua, Harbin districts (Heilongjiang Sheng province), Nei Mongol Zizhiqu, Shanxi Sheng,",Heavy rain,,No,No,No,,,Km2,,,,2012,7.0,27.0,2012,8.0,2.0,70.0,,500000.0,,500000.0,,,,,800000.0,1061707.0,75.3503857,"[{""adm1_code"":917,""adm1_name"":""Nei Mongol Zizhiqu""},{""adm1_code"":923,""adm1_name"":""Shanxi Sheng""},{""adm2_code"":13086,""adm2_name"":""Harbin""},{""adm2_code"":13097,""adm2_name"":""Suihua""}]",2013/3/8,2023/9/25
2012-0610-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Yantai Shi area (Yantai district, Shandong Sheng province), Jilin Sheng, Liaoning Sheng, Heilongjiang Sheng, Hebei Sheng provinces",Typhoon Bolaven,,No,No,No,,,Km2,,,,2012,8.0,28.0,2012,8.0,30.0,15.0,,210000.0,,210000.0,,,144000.0,191107.0,306000.0,406103.0,75.3503857,"[{""adm1_code"":907,""adm1_name"":""Hebei Sheng""},{""adm1_code"":908,""adm1_name"":""Heilongjiang Sheng""},{""adm1_code"":915,""adm1_name"":""Jilin Sheng""},{""adm1_code"":916,""adm1_name"":""Liaoning Sheng""},{""adm2_code"":13230,""adm2_name"":""Yantai""}]",2013/3/29,2023/9/25
2013-0199-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Guangxi Zhuangzu Zizhiqu, Hunan Sheng, Guizhou Sheng provinces",Excessive rains,,No,No,No,,,Km2,,,,2013,5.0,6.0,2013,5.0,10.0,20.0,,255000.0,,255000.0,,,,,165000.0,215816.0,76.45414599,"[{""adm1_code"":904,""adm1_name"":""Guangxi Zhuangzu Zizhiqu""},{""adm1_code"":905,""adm1_name"":""Guizhou Sheng""},{""adm1_code"":912,""adm1_name"":""Hunan Sheng""}]",2014/3/21,2023/9/25
2013-0200-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Guangdong Sheng, Jiangxi Sheng, Hubei Sheng, Sichuan Sheng, Guizhou Sheng provinces",,"Lightening|Slide (land, mud, snow, rock)",No,No,No,,84761.74,Km2,23.6387,114.46,,2013,5.0,12.0,2013,5.0,28.0,55.0,,300000.0,,300000.0,,,,,661000.0,864571.0,76.45414599,"[{""adm1_code"":903,""adm1_name"":""Guangdong Sheng""},{""adm1_code"":905,""adm1_name"":""Guizhou Sheng""},{""adm1_code"":911,""adm1_name"":""Hubei Sheng""},{""adm1_code"":914,""adm1_name"":""Jiangxi Sheng""},{""adm1_code"":924,""adm1_name"":""Sichuan Sheng""}]",2014/3/21,2023/9/25
2013-0201-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,Guangdong Sheng province,,,No,No,No,,,Km2,,,,2013,5.0,19.0,2013,5.0,23.0,12.0,,100000.0,,100000.0,,,,,445000.0,582048.0,76.45414599,"[{""adm1_code"":903,""adm1_name"":""Guangdong Sheng""}]",2013/7/9,2023/9/25
2013-0202-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Chongqing Shi, Gansu Sheng, Guangdong Sheng, Guangxi Zhuangzu Zizhiqu, Guizhou Sheng, Hainan Sheng, Henan Sheng, Hubei Sheng, Hunan Sheng, Ningxia Huizu Zizhiqu, Qinghai Sheng, Shaanxi Sheng, Shanxi Sheng, Sichuan Sheng, Yunnan Sheng provinces",Heavy rains,Lightening,No,No,No,,,Km2,,,,2013,5.0,24.0,2013,5.0,27.0,12.0,,200000.0,,200000.0,,,,,333000.0,435555.0,76.45414599,"[{""adm1_code"":900,""adm1_name"":""Chongqing Shi""},{""adm1_code"":902,""adm1_name"":""Gansu Sheng""},{""adm1_code"":903,""adm1_name"":""Guangdong Sheng""},{""adm1_code"":904,""adm1_name"":""Guangxi Zhuangzu Zizhiqu""},{""adm1_code"":905,""adm1_name"":""Guizhou Sheng""},{""adm1_code"":906,""adm1_name"":""Hainan Sheng""},{""adm1_code"":909,""adm1_name"":""Henan Sheng""},{""adm1_code"":911,""adm1_name"":""Hubei Sheng""},{""adm1_code"":912,""adm1_name"":""Hunan Sheng""},{""adm1_code"":918,""adm1_name"":""Ningxia Huizu Zizhiqu""},{""adm1_code"":919,""adm1_name"":""Qinghai Sheng""},{""adm1_code"":920,""adm1_name"":""Shaanxi Sheng""},{""adm1_code"":923,""adm1_name"":""Shanxi Sheng""},{""adm1_code"":924,""adm1_name"":""Sichuan Sheng""},{""adm1_code"":929,""adm1_name"":""Yunnan Sheng""}]",2013/7/9,2023/9/25
2013-0219-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Anhui Sheng, Hubei Sheng, Hunan Sheng, Jiangxi Sheng provinces",Heavy rains,Lightening,No,No,No,,,Km2,,,,2013,6.0,5.0,2013,6.0,8.0,15.0,,10000.0,,10000.0,,,,,277000.0,362309.0,76.45414599,"[{""adm1_code"":898,""adm1_name"":""Anhui Sheng""},{""adm1_code"":911,""adm1_name"":""Hubei Sheng""},{""adm1_code"":912,""adm1_name"":""Hunan Sheng""},{""adm1_code"":914,""adm1_name"":""Jiangxi Sheng""}]",2013/7/18,2023/9/25
2013-0221-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Gansu Sheng, Sichuan Sheng provinces",Heavy rains,"Lightening|Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2013,6.0,14.0,2013,6.0,21.0,11.0,,280500.0,,280500.0,,,,,555000.0,725925.0,76.45414599,"[{""adm1_code"":902,""adm1_name"":""Gansu Sheng""},{""adm1_code"":924,""adm1_name"":""Sichuan Sheng""}]",2014/3/21,2023/9/25
2013-0257-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Meijia village (Tongnan area, Name Unknown district, Chongqing Shi province), Huilongzhen village (Qionglai Shi area, Chengdu district, Sichuan Sheng province), Shimian Xian, Ya'an Shi areas (Ya'an district, Sichuan Sheng province), Qingchuan Xian area (Guangyuan district, Sichuan Sheng province), Ordos city (Ordos district, Nei Mongol Zizhiqu province), Anhui Sheng, Hubei Sheng, Hebei Sheng, Shanxi Sheng, Zheijiang Sheng provinces",,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2013,6.0,29.0,2013,7.0,3.0,55.0,,625000.0,,625000.0,,,,,1400000.0,1831163.0,76.45414599,"[{""adm1_code"":898,""adm1_name"":""Anhui Sheng""},{""adm1_code"":907,""adm1_name"":""Hebei Sheng""},{""adm1_code"":911,""adm1_name"":""Hubei Sheng""},{""adm1_code"":923,""adm1_name"":""Shanxi Sheng""},{""adm1_code"":930,""adm1_name"":""Zhejiang Sheng""},{""adm2_code"":13003,""adm2_name"":""Name Unknown""},{""adm2_code"":13200,""adm2_name"":""Ordos""},{""adm2_code"":13255,""adm2_name"":""Chengdu""},{""adm2_code"":13261,""adm2_name"":""Guangyuan""},{""adm2_code"":13269,""adm2_name"":""Ya'an""}]",2014/3/21,2023/9/25
2013-0259-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Dujiangyan Shi area (Chengdu district, Sichuan Sheng province), Wenchuan Xian area (Ngawa Tibetan and Qiang district, Sichuan Sheng province), Beichuan Xian area (Mianyang district, Sichuan Sheng province)",Prolonged heavy rainfall,,No,No,No,,419827.15,Km2,30.4563,104.02,,2013,7.0,7.0,2013,7.0,17.0,233.0,,3500000.0,,3500000.0,,,,,4621600.0,6044931.0,76.45414599,"[{""adm2_code"":13255,""adm2_name"":""Chengdu""},{""adm2_code"":13260,""adm2_name"":""Mianyang""},{""adm2_code"":13270,""adm2_name"":""Ngawa Tibetan and Qiang""}]",2013/8/27,2023/9/25
2013-0262-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Jilin Sheng, Gansu Sheng, Heilongjiang Sheng, Xinjiang Uygur Zizhiqu, Sichuan Sheng provinces",Excessive rainfall,,No,No,No,,,Km2,,,,2013,7.0,21.0,2013,7.0,25.0,36.0,,718500.0,,718500.0,,,,,1400000.0,1831163.0,76.45414599,"[{""adm1_code"":902,""adm1_name"":""Gansu Sheng""},{""adm1_code"":908,""adm1_name"":""Heilongjiang Sheng""},{""adm1_code"":915,""adm1_name"":""Jilin Sheng""},{""adm1_code"":924,""adm1_name"":""Sichuan Sheng""},{""adm1_code"":927,""adm1_name"":""Xinjiang Uygur Zizhiqu""}]",2013/8/12,2023/9/25
2013-0264-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,Shandong Sheng provinces,Heavy rains and thunderstorms,,No,No,No,,,Km2,,,,2013,7.0,25.0,2013,8.0,1.0,10.0,,125000.0,,125000.0,,,,,571000.0,746853.0,76.45414599,"[{""adm1_code"":921,""adm1_name"":""Shandong Sheng""}]",2013/8/12,2023/9/25
2013-0273-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Qinghai Sheng, Nei Mongol Zizhiqu provinces",Monsoonal rain,,No,No,No,,93531.74,Km2,35.9161,100.18,,2013,8.0,18.0,2013,8.0,21.0,43.0,,255000.0,,255000.0,,,,,457000.0,597744.0,76.45414599,"[{""adm1_code"":917,""adm1_name"":""Nei Mongol Zizhiqu""},{""adm1_code"":919,""adm1_name"":""Qinghai Sheng""}]",2014/3/21,2023/9/25
2013-0317-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Heilongjiang Sheng, Jilin Sheng, Liaoning Sheng provinces",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2013,8.0,12.0,2013,9.0,5.0,118.0,,1075000.0,,1075000.0,,,406000.0,531037.0,4960000.0,6487549.0,76.45414599,"[{""adm1_code"":908,""adm1_name"":""Heilongjiang Sheng""},{""adm1_code"":915,""adm1_name"":""Jilin Sheng""},{""adm1_code"":916,""adm1_name"":""Liaoning Sheng""}]",2013/9/10,2023/9/25
2013-0416-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Gansu Sheng, Sichuan Sheng, Shandong Sheng provinces",,,No,No,No,,,Km2,,,,2013,9.0,16.0,2013,9.0,18.0,17.0,30.0,150000.0,,150030.0,,,,,343000.0,448635.0,76.45414599,"[{""adm1_code"":902,""adm1_name"":""Gansu Sheng""},{""adm1_code"":921,""adm1_name"":""Shandong Sheng""},{""adm1_code"":924,""adm1_name"":""Sichuan Sheng""}]",2013/10/28,2023/9/25
2013-0554-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Hainan Sheng, Yunnan Sheng, Sichuan Sheng provinces",Sweeping cold front with heavy snowfall and rains,,No,No,No,,,Km2,,,,2013,12.0,14.0,2013,12.0,16.0,,,,90000.0,90000.0,,,,,410000.0,536269.0,76.45414599,"[{""adm1_code"":906,""adm1_name"":""Hainan Sheng""},{""adm1_code"":924,""adm1_name"":""Sichuan Sheng""},{""adm1_code"":929,""adm1_name"":""Yunnan Sheng""}]",2014/3/21,2023/9/25
2014-0180-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Guizhou Sheng, Guangdong Sheng, Chongqing Shi, Sichuan Sheng, Guangxi Zhuangzu Zizhiqu, Jiangxi Sheng, Hunan Sheng provinces",Heavy rainfall,,No,No,No,,,Km2,,,,2014,5.0,24.0,2014,6.0,3.0,37.0,,5500000.0,,5500000.0,,,,,1000000.0,1287094.0,77.69440613,"[{""adm1_code"":900,""adm1_name"":""Chongqing Shi""},{""adm1_code"":903,""adm1_name"":""Guangdong Sheng""},{""adm1_code"":904,""adm1_name"":""Guangxi Zhuangzu Zizhiqu""},{""adm1_code"":905,""adm1_name"":""Guizhou Sheng""},{""adm1_code"":912,""adm1_name"":""Hunan Sheng""},{""adm1_code"":914,""adm1_name"":""Jiangxi Sheng""},{""adm1_code"":924,""adm1_name"":""Sichuan Sheng""}]",2014/6/11,2023/9/25
2014-0212-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Guizhou Sheng, Guangdong Sheng, Chongqing Shi, Sichuan Sheng, Guangxi Zhuangzu Zizhiqu, Yunnan Sheng, Fujian Sheng provinces",Torrential rains,,No,No,No,,,Km2,,,,2014,6.0,1.0,2014,6.0,7.0,33.0,,350000.0,370000.0,720000.0,,,,,677000.0,871363.0,77.69440613,"[{""adm1_code"":900,""adm1_name"":""Chongqing Shi""},{""adm1_code"":901,""adm1_name"":""Fujian Sheng""},{""adm1_code"":903,""adm1_name"":""Guangdong Sheng""},{""adm1_code"":904,""adm1_name"":""Guangxi Zhuangzu Zizhiqu""},{""adm1_code"":905,""adm1_name"":""Guizhou Sheng""},{""adm1_code"":924,""adm1_name"":""Sichuan Sheng""},{""adm1_code"":929,""adm1_name"":""Yunnan Sheng""}]",2014/7/11,2023/9/25
2014-0215-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Sichuan Sheng, Fujian Sheng, Hunan Sheng provinces",Heavy monsoonal rain,,No,No,No,,,Km2,,,,2014,6.0,17.0,2014,6.0,21.0,24.0,,15000000.0,,15000000.0,,,,,900000.0,1158385.0,77.69440613,"[{""adm1_code"":901,""adm1_name"":""Fujian Sheng""},{""adm1_code"":912,""adm1_name"":""Hunan Sheng""},{""adm1_code"":924,""adm1_name"":""Sichuan Sheng""}]",2014/7/16,2023/9/25
2014-0217-CHN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,CHN,China,Eastern Asia,Asia,"Sichuan Sheng, Zhejiang Sheng provinces",Monsoonal rains and thunderstorms,,No,No,No,,,Km2,,,,2014,6.0,25.0,2014,6.0,30.0,24.0,,150000.0,,150000.0,,,,,483000.0,621666.0,77.69440613,"[{""adm1_code"":924,""adm1_name"":""Sichuan Sheng""},{""adm1_code"":930,""adm1_name"":""Zhejiang Sheng""}]",2014/7/16,2023/9/25
2014-0266-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Guizhou Sheng, Yunnan Sheng provinces",Monsoonal rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2014,7.0,3.0,2014,7.0,7.0,23.0,,,25000.0,25000.0,,,,,500000.0,643547.0,77.69440613,"[{""adm1_code"":905,""adm1_name"":""Guizhou Sheng""},{""adm1_code"":929,""adm1_name"":""Yunnan Sheng""}]",2014/8/28,2023/9/25
2014-0267-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Guizhou Sheng, Jiangxi Sheng, Hunan Sheng, Sichuan Sheng provinces",Torrential monsoon rains,"Lightening|Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2014,7.0,13.0,2014,7.0,18.0,66.0,,81500.0,29000.0,110500.0,,,,,1250000.0,1608867.0,77.69440613,"[{""adm1_code"":905,""adm1_name"":""Guizhou Sheng""},{""adm1_code"":912,""adm1_name"":""Hunan Sheng""},{""adm1_code"":914,""adm1_name"":""Jiangxi Sheng""},{""adm1_code"":924,""adm1_name"":""Sichuan Sheng""}]",2014/8/28,2023/9/25
2014-0321-CHN,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,CHN,China,Eastern Asia,Asia,"Fujian Sheng, Jiangxi Sheng, Hunan Sheng, Guangdong Sheng, Sichuan Sheng, Guangxi Zhuangzu Zizhiqu, Guizhou Sheng provinces",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,387775.13,Km2,,,,2014,8.0,11.0,2014,8.0,19.0,27.0,,150000.0,,150000.0,,,,,487000.0,626815.0,77.69440613,"[{""adm1_code"":901,""adm1_name"":""Fujian Sheng""},{""adm1_code"":903,""adm1_name"":""Guangdong Sheng""},{""adm1_code"":904,""adm1_name"":""Guangxi Zhuangzu Zizhiqu""},{""adm1_code"":905,""adm1_name"":""Guizhou Sheng""},{""adm1_code"":912,""adm1_name"":""Hunan Sheng""},{""adm1_code"":914,""adm1_name"":""Jiangxi Sheng""},{""adm1_code"":924,""adm1_name"":""Sichuan Sheng""}]",2014/9/24,2023/9/25
2014-0323-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Guizhou Sheng, Hebei Sheng, Qinghai Sheng, Ningxia Huizu Zizhiqu, Hunan Sheng, Sichuan Sheng, Nei Mongol Zizhiqu, Shaanxi Sheng, Gansu Sheng provinces",,Hail,No,No,No,,,Km2,,,,2014,8.0,22.0,2014,8.0,28.0,10.0,,50000.0,,50000.0,,,,,600000.0,772256.0,77.69440613,"[{""adm1_code"":902,""adm1_name"":""Gansu Sheng""},{""adm1_code"":905,""adm1_name"":""Guizhou Sheng""},{""adm1_code"":907,""adm1_name"":""Hebei Sheng""},{""adm1_code"":912,""adm1_name"":""Hunan Sheng""},{""adm1_code"":917,""adm1_name"":""Nei Mongol Zizhiqu""},{""adm1_code"":918,""adm1_name"":""Ningxia Huizu Zizhiqu""},{""adm1_code"":919,""adm1_name"":""Qinghai Sheng""},{""adm1_code"":920,""adm1_name"":""Shaanxi Sheng""},{""adm1_code"":924,""adm1_name"":""Sichuan Sheng""}]",2014/9/24,2023/9/25
2014-0344-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Sichuan Sheng, Guizhou Sheng, Chongqing Shi provinces",Monsoonal rains,,No,No,No,,55272.31,Km2,,,,2014,9.0,1.0,2014,9.0,8.0,65.0,,300000.0,,300000.0,,,,,570000.0,733644.0,77.69440613,"[{""adm1_code"":900,""adm1_name"":""Chongqing Shi""},{""adm1_code"":905,""adm1_name"":""Guizhou Sheng""},{""adm1_code"":924,""adm1_name"":""Sichuan Sheng""}]",2014/10/1,2023/9/25
2014-0389-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Sichuan Sheng, Shaanxi Sheng, Hubei Sheng, Chongqing Shi, Guizhou Sheng provinces",,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2014,9.0,10.0,2014,9.0,17.0,50.0,,1065000.0,,1065000.0,,,,,1400000.0,1801932.0,77.69440613,"[{""adm1_code"":900,""adm1_name"":""Chongqing Shi""},{""adm1_code"":905,""adm1_name"":""Guizhou Sheng""},{""adm1_code"":911,""adm1_name"":""Hubei Sheng""},{""adm1_code"":920,""adm1_name"":""Shaanxi Sheng""},{""adm1_code"":924,""adm1_name"":""Sichuan Sheng""}]",2014/10/10,2023/9/25
2014-0406-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Guangxi Zhuangzu Zizhiqu, Yunnan Sheng, Guizhou Sheng provinces",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2014,7.0,10.0,2014,7.0,10.0,24.0,,61000.0,,61000.0,,,,,,,77.69440613,"[{""adm1_code"":904,""adm1_name"":""Guangxi Zhuangzu Zizhiqu""},{""adm1_code"":905,""adm1_name"":""Guizhou Sheng""},{""adm1_code"":929,""adm1_name"":""Yunnan Sheng""}]",2014/10/15,2023/9/25
2014-0550-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,Guangdong Sheng province,,,No,No,No,,,Km2,,,,2014,6.0,4.0,2014,6.0,28.0,37.0,,450000.0,,450000.0,,,,,1100000.0,1415803.0,77.69440613,"[{""adm1_code"":903,""adm1_name"":""Guangdong Sheng""}]",2015/3/26,2023/9/25
2015-0185-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,DFO:4249|GLIDE:FL-2015-000057,,CHN,China,Eastern Asia,Asia,"Hukengzhen village (Anfu area, Ji'an district, Jiangxi Sheng province), Leishan Xian area (Qiandongnan Miao and Dong district, Guizhou Sheng province), Ganzhou Shi area (Ganzhou district, Jiangxi Sheng province), Guiyang district (Guizhou Sheng province), Fujian Sheng, Guangxi Zhuangzu Zizhiqu, Hunan Sheng, Guangdong Sheng, Jiangsu Sheng, Sichuan Sheng, Yunnan Sheng, Hubei Sheng, Anhui Sheng, Chongqing Shi, Zhejiang Sheng provinces",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,27.0326,114.98,,2015,5.0,13.0,2015,6.0,1.0,58.0,21.0,82000.0,,82021.0,,,,,800000.0,1028455.0,77.78656766,"[{""adm1_code"":898,""adm1_name"":""Anhui Sheng""},{""adm1_code"":900,""adm1_name"":""Chongqing Shi""},{""adm1_code"":901,""adm1_name"":""Fujian Sheng""},{""adm1_code"":903,""adm1_name"":""Guangdong Sheng""},{""adm1_code"":904,""adm1_name"":""Guangxi Zhuangzu Zizhiqu""},{""adm1_code"":911,""adm1_name"":""Hubei Sheng""},{""adm1_code"":912,""adm1_name"":""Hunan Sheng""},{""adm1_code"":913,""adm1_name"":""Jiangsu Sheng""},{""adm1_code"":924,""adm1_name"":""Sichuan Sheng""},{""adm1_code"":929,""adm1_name"":""Yunnan Sheng""},{""adm1_code"":930,""adm1_name"":""Zhejiang Sheng""},{""adm2_code"":13063,""adm2_name"":""Guiyang""},{""adm2_code"":13070,""adm2_name"":""Qiandongnan Miao and Dong""},{""adm2_code"":13163,""adm2_name"":""Ganzhou""},{""adm2_code"":13166,""adm2_name"":""Ji'an""}]",2015/5/29,2023/9/25
2015-0219-CHN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,CHN,China,Eastern Asia,Asia,"Anhui Sheng, Fujian Sheng, Guangdong Sheng, Guangxi Zhuangzu Zizhiqu, Guizhou Sheng, Haina Sheng, Hunan Sheng, Jiangsu Sheng, Jiangxi Sheng, Shanghai Shi, Yunnan Sheng, Zhejiang Sheng provinces",Mei-Yu rains,,No,No,No,,,Km2,,,,2015,5.0,13.0,2015,5.0,17.0,20.0,,60000.0,,60000.0,,,,,254000.0,326535.0,77.78656766,"[{""adm1_code"":898,""adm1_name"":""Anhui Sheng""},{""adm1_code"":901,""adm1_name"":""Fujian Sheng""},{""adm1_code"":903,""adm1_name"":""Guangdong Sheng""},{""adm1_code"":904,""adm1_name"":""Guangxi Zhuangzu Zizhiqu""},{""adm1_code"":905,""adm1_name"":""Guizhou Sheng""},{""adm1_code"":906,""adm1_name"":""Hainan Sheng""},{""adm1_code"":912,""adm1_name"":""Hunan Sheng""},{""adm1_code"":913,""adm1_name"":""Jiangsu Sheng""},{""adm1_code"":914,""adm1_name"":""Jiangxi Sheng""},{""adm1_code"":922,""adm1_name"":""Shanghai Shi""},{""adm1_code"":929,""adm1_name"":""Yunnan Sheng""},{""adm1_code"":930,""adm1_name"":""Zhejiang Sheng""}]",2016/1/21,2023/9/25
