DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
1911-0002-CHN,Yes,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,,,,No,No,No,,,Km2,,,,1911,,,1911,,,100000,,,,,,,,,,,3.058105048,,2003/7/1,2023/9/25
1915-0011-CHN,Yes,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,Guangzhou,,,No,No,No,,3000,Km2,,,,1915,,,1915,,,,,3000000,,3000000,,,,,,,3.314205861,,2003/7/1,2023/9/25
1917-0013-CHN,Yes,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,Tianjin,,,No,No,No,,,Km2,,,,1917,,,1917,,,,,635000,,635000,,,,,,,4.200181685,,2003/7/1,2023/9/25
1931-0007-CHN,Yes,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,,,Famine,No,No,No,,,Km2,,,,1931,7,,1931,8,,3700000,,,,,,,,,1400000,28068961,4.987715751,,2008/12/10,2023/9/25
1933-0013-CHN,Yes,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Henan, Hebei, Shandong, Jiangsy",,,No,No,No,,,Km2,,,,1933,,,1933,,,18000,,,3600000,3600000,,,,,,,4.232995604,,2003/7/1,2023/9/25
1935-0019-CHN,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,CHN,China,Eastern Asia,Asia,,,,No,No,No,,150000,Km2,,,Changiyang river,1935,,,1935,,,142000,,10030000,,10030000,,,,,,,4.49550696,,2007/8/12,2023/9/25
1939-0006-CHN,Yes,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,Honan province,,,No,No,No,,,Km2,,,,1939,7,,1939,7,,500000,,,,,,,,,,,4.561134799,,2003/7/1,2023/9/25
1948-0020-CHN,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,CHN,China,Eastern Asia,Asia,,,,No,No,No,,,Km2,,,,1948,5,,1948,5,,330,,,,,,,,,,,7.875340659,,2003/7/1,2023/9/25
1949-0025-CHN,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,CHN,China,Eastern Asia,Asia,,,,No,No,No,,,Km2,,,,1949,7,,1949,7,,57000,,,,,,,,,,,7.809712821,,2003/7/1,2023/9/25
1950-0007-CHN,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,CHN,China,Eastern Asia,Asia,Anhwei province,,,No,No,No,,,Km2,,,,1950,8,14,1950,8,14,500,,10000000,,10000000,,,,,,,7.908154579,,2003/7/1,2023/9/25
1951-0018-CHN,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,CHN,China,Eastern Asia,Asia,Manchuria,,,No,No,No,,,Km2,,,,1951,8,28,1951,8,28,4800,,,,,,,,,,,8.531619048,,2003/7/1,2023/9/25
1954-0010-CHN,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,CHN,China,Eastern Asia,Asia,Tibet,,,No,No,No,,,Km2,,,,1954,7,,1954,7,,2000,,,,,,,,,,,8.826944322,,2003/7/1,2023/9/25
1954-0014-CHN,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,CHN,China,Eastern Asia,Asia,"Hopeh, Wuhan province",,,No,No,No,,,Km2,,,,1954,8,,1954,8,,30000,,,,,,,,,,,8.826944322,,2005/5/2,2023/9/25
1956-0001-CHN,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,CHN,China,Eastern Asia,Asia,,,,No,No,No,,,Km2,,,,1956,,,1956,,,2000,,,,,,,,,,,8.921294773,,2003/7/1,2023/9/25
1957-0033-CHN,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,CHN,China,Eastern Asia,Asia,,,,No,No,No,,,Km2,,,,1957,7,,1957,7,,560,,,,,,,,,,,9.219396236,,2003/7/1,2023/9/25
1959-0006-CHN,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,CHN,China,Eastern Asia,Asia,North,,Famine,No,No,No,,,Km2,,,,1959,7,,1961,7,,2000000,,,,,,,,,,,9.566736597,,2008/12/11,2023/9/25
1959-0034-CHN,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,CHN,China,Eastern Asia,Asia,,,,No,No,No,,,Km2,,,,1959,6,,1959,6,,187,,,,,,,,,,,9.566736597,,2003/7/1,2023/9/25
1969-0066-CHN,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,CHN,China,Eastern Asia,Asia,Shantung province,,,No,No,No,,,Km2,,,,1969,4,23,1969,4,23,,,,,,,,,,,,12.03909708,,2003/7/1,2023/9/25
1975-0154-CHN,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,CHN,China,Eastern Asia,Asia,Henan province,Typhoon,Broken Dam/Burst bank,No,No,No,,,Km2,,,,1975,4,,1975,4,,20000,,11000000,,11000000,,,,,,,17.66208582,,2005/4/27,2023/9/25
1980-0050-CHN,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,CHN,China,Eastern Asia,Asia,Anhui province,,,No,No,No,,,Km2,,,,1980,6,,1980,6,,65,,,,,,,,,,,27.0455806,,2003/7/1,2023/9/25
1980-0056-CHN,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,CHN,China,Eastern Asia,Asia,Sichuan province,,,No,No,No,,,Km2,,,,1980,7,,1980,7,,38,100,40000,,40100,,,,,,,27.0455806,,2003/7/1,2023/9/25
1980-0247-CHN,Yes,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Hubei province, West Shangai",,,No,No,No,,12140,Km2,,,,1980,9,2,1980,9,2,,,,,,,,,,,,27.0455806,,2003/7/1,2023/9/25
1980-0331-CHN,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,CHN,China,Eastern Asia,Asia,"Sichuan, Anhui, Hubei",,,No,No,No,,,Km2,,,,1980,6,,1980,6,,6200,27000,40000,,67000,,,,,160000,591594,27.0455806,,2003/7/1,2023/9/25
1981-0066-CHN,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,CHN,China,Eastern Asia,Asia,"Sichuan, Central and South China",,,Yes,No,No,,,Km2,,,,1981,7,14,1981,7,14,1311,28140,1500000,,1528140,,,,,1100000,3686245,29.84066199,,2003/7/1,2023/9/25
1981-0071-CHN,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,CHN,China,Eastern Asia,Asia,Shaanxi province,Heavy rain,,No,No,No,,,Km2,,,,1981,8,,1981,8,,764,5000,1200000,200000,1405000,,,,,1200000,4021359,29.84066199,,2008/4/3,2023/9/25
1981-0080-CHN,Yes,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,Quinghai province,,,No,No,No,,,Km2,,,,1981,9,12,1981,9,12,,,4000,,4000,,,,,,,29.84066199,,2003/7/1,2023/9/25
1981-0088-CHN,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,CHN,China,Eastern Asia,Asia,Guangdong province,,,No,No,No,,,Km2,,,,1981,10,,1981,10,,,,150000,,150000,,,,,,,29.84066199,,2003/7/1,2023/9/25
1981-0089-CHN,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,CHN,China,Eastern Asia,Asia,Sichuan province,,,No,No,No,,,Km2,,,,1981,10,4,1981,10,4,240,,100000,,100000,,,,,,,29.84066199,,2003/7/1,2023/9/25
1982-0058-CHN,Yes,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,CHN,China,Eastern Asia,Asia,Guangdong province,,,No,No,No,,,Km2,,,,1982,5,12,1982,5,12,447,4643,594500,210000,809143,,,,,,,31.67031875,,2003/7/1,2023/9/25
1982-0088-CHN,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,CHN,China,Eastern Asia,Asia,"Shandong, Henan provinces",,,No,No,No,,,Km2,,,,1982,8,,1982,8,,,,7000,,7000,,,,,,,31.67031875,,2003/7/1,2023/9/25
1982-0308-CHN,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,CHN,China,Eastern Asia,Asia,Hubei province,,,No,No,No,,,Km2,,,,1982,,,1982,,,,,,,,,,,,,,31.67031875,,2003/7/1,2023/9/25
1982-0310-CHN,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,CHN,China,Eastern Asia,Asia,Hebei province,,,No,No,No,,,Km2,,,,1982,4,,1982,4,,,,,,,,,,,,,31.67031875,,2003/7/1,2023/9/25
1983-0083-CHN,Yes,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,,,,No,No,No,,,Km2,,,,1983,6,,1983,6,,100,,,,,,,,,,,32.68770482,,2003/7/1,2023/9/25
1984-0076-CHN,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,CHN,China,Eastern Asia,Asia,Tongjiang county,,,No,No,No,,,Km2,,,,1984,9,5,1984,9,5,,,28000,,28000,,,,,,,34.09345589,,2003/7/1,2023/9/25
1984-0376-CHN,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,CHN,China,Eastern Asia,Asia,North,,,No,No,No,,,Km2,,,,1984,6,,1984,6,,31,,,,,,,,,,,34.09345589,,2003/7/1,2023/9/25
1985-0058-CHN,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,CHN,China,Eastern Asia,Asia,Yunnan province,,,No,No,No,,,Km2,,,,1985,5,,1985,5,,283,,14000,,14000,,,,,1400,3966,35.30228249,,2003/7/1,2023/9/25
1985-0065-CHN,Yes,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Guangxi, Hunan provinces",,,No,No,No,,458670,Km2,,,,1985,6,,1985,6,,64,,2000,,2000,,,,,,,35.30228249,,2003/7/1,2023/9/25
1985-0088-CHN,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,CHN,China,Eastern Asia,Asia,"Ghizhou, Sichuan, Hunan provinces",,,No,No,No,,290680,Km2,,,,1985,8,,1985,8,,422,,,,,,,,,,,35.30228249,,2003/7/1,2023/9/25
1985-0091-CHN,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,CHN,China,Eastern Asia,Asia,Near Dandung (Liaoning province),,,No,No,No,,10000,Km2,,,,1985,8,,1985,8,,300,,,2000,2000,,,,,350000,991437,35.30228249,,2008/4/3,2023/9/25
1985-0301-CHN,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,CHN,China,Eastern Asia,Asia,,,,No,No,No,,,Km2,,,,1985,3,,1985,3,,,,,,,,,,,,,35.30228249,,2003/7/1,2023/9/25
1985-0304-CHN,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,CHN,China,Eastern Asia,Asia,Guchgeng Isl.,,,No,No,No,,300330,Km2,,,,1985,4,21,1985,4,21,,,,,,,,,,1350,3824,35.30228249,,2003/7/1,2023/9/25
1985-0310-CHN,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,CHN,China,Eastern Asia,Asia,Hunan provonce,,,No,No,No,,,Km2,,,,1985,9,,1985,9,,147,,,,,,,,,,,35.30228249,,2003/7/1,2023/9/25
1986-0086-CHN,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,CHN,China,Eastern Asia,Asia,"Liaoning, Jilin, Heilongjiang, Yunnan provinces",,,No,No,No,,10000,Km2,,,,1986,8,,1986,8,,80,,2000000,800000,2800000,,,,,1500000,4169870,35.97234376,,2003/7/1,2023/9/25
1986-0229-CHN,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,CHN,China,Eastern Asia,Asia,Yunnan,,,No,No,No,,,Km2,,,,1986,7,,1986,7,,233,,7000000,,7000000,,,,,1210,3364,35.97234376,,2003/7/1,2023/9/25
1987-0098-CHN,Yes,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,Guangdong province,,,No,No,No,,3000,Km2,,,,1987,5,21,1987,5,21,92,400,350000,,350400,,,,,,,37.29056939,,2003/7/1,2023/9/25
1987-0134-CHN,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,CHN,China,Eastern Asia,Asia,Guangdong province,,,No,No,No,,,Km2,,,,1987,7,28,1987,7,28,20,129,590000,,590129,,,,,,,37.29056939,,2003/7/1,2023/9/25
1987-0393-CHN,Yes,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,Anhui,,,No,No,No,,,Km2,,,,1987,7,5,1987,7,5,56,,,,,,,,,,,37.29056939,,2003/7/1,2023/9/25
1987-0408-CHN,Yes,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,Jihan (Shandong province),,,No,No,No,,,Km2,,,,1987,8,26,1987,8,26,51,,,,,,,,,,,37.29056939,,2003/7/1,2023/9/25
1988-0148-CHN,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,CHN,China,Eastern Asia,Asia,"Zhejiang, Heilongjiang provinces",,,Yes,No,No,,,Km2,,,,1988,4,,1988,4,,577,200,22000000,,22000200,,,,,1063564,2740355,38.81118011,,2003/7/1,2023/9/25
1988-0215-CHN,Yes,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Fujian, Jiangxi, Hunan, Guangdong provinces",,,Yes,No,No,,3500,Km2,,,,1988,5,20,1988,5,20,158,,2880000,,2880000,,,,,91644,236128,38.81118011,,2003/7/1,2023/9/25
1988-0240-CHN,Yes,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,Jiangxi province,,,No,No,No,,,Km2,,,,1988,6,,1988,6,,22,,35000,,35000,,,,,12000,30919,38.81118011,,2003/7/1,2023/9/25
1988-0320-CHN,Yes,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,CHN,China,Eastern Asia,Asia,Gansu province,,,No,No,No,,,Km2,,,,1988,7,23,1988,7,23,54,,,10000,10000,,,,,,,38.81118011,,2003/7/1,2023/9/25
1988-0363-CHN,Yes,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,CHN,China,Eastern Asia,Asia,Shanxi province,,,No,No,No,,300,Km2,,,,1988,8,6,1988,8,6,204,,30000,,30000,,,,,,,38.81118011,,2003/7/1,2023/9/25
1988-0388-CHN,Yes,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,Shandong province,,,No,No,No,,,Km2,,,,1988,8,24,1988,8,24,,,280000,,280000,,,,,,,38.81118011,,2003/7/1,2023/9/25
1988-0401-CHN,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,CHN,China,Eastern Asia,Asia,Guangxi & Guizhou,,,No,No,No,,10000,Km2,,,,1988,9,,1988,9,,58,505,300000,,300505,,,,,256000,659604,38.81118011,,2003/7/1,2023/9/25
1988-0402-CHN,Yes,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Hunan, Hubei provinces",,,No,No,No,,,Km2,,,,1988,9,,1988,9,,170,,,110000,110000,,,,,540000,1391352,38.81118011,,2003/7/1,2023/9/25
1989-0087-CHN,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,CHN,China,Eastern Asia,Asia,"Anhui, Hebei, Hubei, Jiangsu, Jiangxi, Jilin, Sichuan, Zhejiang provinces",,,Yes,No,No,,,Km2,,,,1989,7,14,1989,7,14,2000,10000,100000000,,100010000,,,,,2789000,6855174,40.68459958,,2003/7/1,2023/9/25
1990-0024-CHN,Yes,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,Hunan province,Heavy rain,,Yes,No,No,,206500,Km2,,,,1990,6,5,1990,7,2,363,5805,26000000,125000,26130805,,,,,592000,1380573,42.88073219,,2006/7/19,2023/9/25
1990-0039-CHN,Yes,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Shaanxi, Sichuan provinces",Heavy rain,,No,No,No,,438800,Km2,,,"Jtalin, Han and Wet Rivers, Hanjiang River",1990,7,4,1990,7,19,72,,,175000,175000,,,,,211000,492062,42.88073219,,2006/7/19,2023/9/25
1990-0699-CHN,Yes,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,Shandong province,,,No,No,No,,16600,Km2,,,,1990,7,,1990,7,,60,,16000000,,16000000,,,,,,,42.88073219,,2003/7/1,2023/9/25
1991-0123-CHN,Yes,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Anhui, Jiangsu, Henan, Guizhou, Sichuan, Hunan, Hubei, Gansu , Guangxi provinces",Heavy rain,"Slide (land, mud, snow, rock)",Yes,Yes,No,,,Km2,,,Huailhe and Yangtze,1991,6,1,1991,7,19,1729,32227,206000000,4200000,210232227,,,,,7500000,16779754,44.69672184,,2006/1/8,2023/9/25
1991-0227-CHN,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,CHN,China,Eastern Asia,Asia,Guangdong province,,,No,No,No,,920,Km2,,,,1991,9,7,1991,9,10,26,,,3500,3500,,,,,14120,31591,44.69672184,,2006/1/8,2023/9/25
1991-0767-CHN,Yes,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Heilongjiang, Sichuan, Jilin provinces",Heavy rain,,No,No,No,,554200,Km2,,,Yangtze,1991,8,9,1991,8,12,106,,,,,,,,,530000,1185769,44.69672184,,2006/7/18,2023/9/25
1992-0036-CHN,Yes,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Jiangxi, Fujian, Guangdong, Hunan provinces",Heavy rain,,No,No,No,,545400,Km2,,,,1992,3,15,1992,4,23,248,70,210000,,210070,,,,,170000,369160,46.05050371,,2006/7/18,2023/9/25
1992-0210-CHN,Yes,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Southern and Western Guizhou, Sichuan, Yunnan Provinces",Heavy rain,"Slide (land, mud, snow, rock)",No,No,No,,491100,Km2,,,,1992,6,12,1992,8,1,88,300,,435000,435300,,,,,3700,8035,46.05050371,,2006/7/18,2023/9/25
1992-0216-CHN,Yes,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Yueyang, Dongting and Boyang Lakes (Hunan province)",Heavy rain,,No,No,No,,65830,Km2,,,Xiangjiang,1992,7,2,1992,7,21,96,1632,,30000,31632,,,,,146000,317043,46.05050371,,2006/7/18,2023/9/25
1992-0217-CHN,Yes,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Jaingxi, Zhejiang, Fujian provinces",Heavy rain,,No,No,No,,393000,Km2,,,Min,1992,6,29,1992,7,14,35,,,5000,5000,,,,,76000,165036,46.05050371,,2006/7/18,2023/9/25
1992-0297-CHN,Yes,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,Sichuan province,,,No,No,No,,,Km2,,,,1992,7,22,1992,7,29,48,,,,,,,,,3400,7383,46.05050371,,2006/1/6,2023/9/25
1992-0298-CHN,Yes,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,CHN,China,Eastern Asia,Asia,"Xiliao He, Hohnut, Wanjia, Shuimo, Shaanxi and Gansu Provinces",Brief torrential rain,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,1992,8,1,1992,8,20,25,33,,2400,2433,,,,,110000,238868,46.05050371,,2008/1/30,2024/3/26
1993-0179-CHN,Yes,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Leshan city, Leshan prefecture. Emeishan city, Mount Emei area (Sichuan province)",Heavy rain,,No,No,No,,9500,Km2,,,,1993,7,27,1993,8,1,41,400,7000,,7400,,,,,27000,56950,47.40975397,,2005/11/18,2023/9/25
1993-0249-CHN,Yes,nat-hyd-flo-coa,Natural,Hydrological,Flood,Coastal flood,,,CHN,China,Eastern Asia,Asia,,,,No,No,No,,,Km2,,,,1993,4,,1993,4,,131,,,,,,,,,,,47.40975397,,2003/7/1,2023/9/25
1993-0251-CHN,Yes,nat-hyd-flo-coa,Natural,Hydrological,Flood,Coastal flood,,,CHN,China,Eastern Asia,Asia,Zhejiang province,,,No,No,No,,,Km2,,,,1993,10,3,1993,10,3,59,,,,,,,,,,,47.40975397,,2003/7/1,2023/9/25
1993-0568-CHN,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,CHN,China,Eastern Asia,Asia,South,,,No,No,No,,,Km2,,,,1993,6,,1993,6,,1000,,,,,,,,,6061000,12784289,47.40975397,,2003/7/1,2023/9/25
1994-0065-CHN,Yes,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Guangdong, Guangxi, Hunan, Jiangxi, Zhejiang, Fujian provinces",Heavy rain,,No,No,No,58404,,Km2,,,Xiangjian,1994,6,9,1994,6,25,1001,14400,73360000,5600000,78974400,,,,,5460000,11223959,48.6459381,,2006/7/13,2023/9/25
1994-0066-CHN,Yes,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Guangdong, Hunan, Fujian, Guangxi, Fujian, Zheijang provinces",Hevay rain,,Yes,No,No,,1015000,Km2,,,,1994,7,11,1994,7,29,258,7665,30540000,,30547665,,,,,1810000,3720763,48.6459381,,2007/8/22,2023/9/25
1994-0779-CHN,Yes,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Heilongjiang, Jilin, Liaoning, Inner Mongolia",Heavy rain,,No,No,No,,1330000,Km2,,,,1994,7,23,1994,8,13,128,,2000000,,2000000,,,,,1000,2056,48.6459381,,2007/5/6,2023/9/25
1994-0780-CHN,Yes,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,Hubei province,Heavy rain,,No,No,No,,183800,Km2,,,,1994,7,11,1994,7,18,41,,,17000,17000,,,,,95000,195289,48.6459381,,2006/7/12,2023/9/25
1994-0785-CHN,Yes,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,Yunnan,,,No,No,No,,,Km2,,,Wangvan,1994,6,30,1994,6,30,41,320,,,320,,,,,12100,24874,48.6459381,,2006/7/13,2023/9/25
1994-0789-CHN,Yes,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,Jiangxi province,Heavy rain,"Slide (land, mud, snow, rock)",No,No,No,,165700,Km2,,,,1994,5,1,1994,5,3,95,,,,,,,,,161000,330963,48.6459381,,2006/7/12,2023/9/25
1995-0139-CHN,Yes,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Hunan, Jiangxi, Guizhou, Hubei, Sichuan, Zhejiang, Fujian, Anhui, Guangdong, Guangxi, Jiangsu provinces",Heavy rain,,Yes,No,No,879,1668000,Km2,,,"Xiangjiang, Yangtse",1995,5,15,1995,8,15,1437,70249,114400000,,114470249,,,70000,139970,6720000,13437136,50.01065676,,2007/8/24,2023/9/25
1995-0255-CHN,Yes,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,Liaoning & Jilin Provinces,,,No,No,No,,8900,Km2,,,,1995,7,25,1995,7,25,61,162,11100000,,11100162,,,,,,,50.01065676,,2003/7/1,2023/9/25
1995-0490-CHN,Yes,nat-hyd-flo-coa,Natural,Hydrological,Flood,Coastal flood,,,CHN,China,Eastern Asia,Asia,"Liaoning, Jilin, Hunhe, Shenyang",Typhoon Gali,,No,No,No,,,Km2,,,"Hunhe, Huifa",1995,8,2,1995,8,2,120,,,1000000,1000000,,,9200,18396,,,50.01065676,,2006/7/12,2023/9/25
1996-0103-CHN,Yes,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Anhui, Guizhou, Hebei, Henen, Hubei, Hunan, Zhejiang, Jiangxi, Henen, Shangdong, Shanxi, Fujian, Xinjiang, Guangxi, Yangtze, Shanghai provinces",Mosoonal rain,,Yes,No,No,21793,,Km2,,,,1996,6,30,1996,7,26,2775,234000,150000000,4400000,154634000,,,,,12600000,24477153,51.47657574,,2006/7/11,2023/9/25
1996-0122-CHN,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,CHN,China,Eastern Asia,Asia,"Guizhou, Guangdong, Yanxi, Yanjiang",,,No,No,No,,,Km2,,,,1996,5,,1996,5,,96,,,40000,40000,,,,,,,51.47657574,,2003/7/1,2023/9/25
1996-0169-CHN,Yes,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Yangtse, Haihe, Tianijn, Fujian, Gansu",,,No,No,No,,,Km2,,,,1996,8,,1996,8,,1200,,,,,,,,,6314500,12266744,51.47657574,,2003/7/1,2023/9/25
1996-0171-CHN,Yes,nat-hyd-flo-coa,Natural,Hydrological,Flood,Coastal flood,,,CHN,China,Eastern Asia,Asia,Fu River,,,No,No,No,,,Km2,,,,1996,8,3,1996,8,3,20,,,,,,,,,,,51.47657574,,2003/7/1,2023/9/25
1997-0144-CHN,Yes,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Guangdong, Yunnan provinces",Heavy rain,"Rain|Slide (land, mud, snow, rock)",No,No,No,,12110,Km2,,,Pijiang and Liuxihe rivers,1997,5,3,1997,5,16,103,8229,,363000,371229,,,,,160000,303721,52.67993394,,2007/5/6,2023/9/25
1997-0196-CHN,Yes,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,Guizhou Prov.,Heavy rain,,No,No,No,,,Km2,,,,1997,7,10,1997,7,22,164,,7000000,,7000000,,,,,,,52.67993394,,2005/10/28,2023/9/25
